ID;Tour;Patients;Date;Debut;Duree
2707;Tour3;20;29/05/2020;15;5
2708;Tour4;0;29/05/2020;20;5
2709;Tour1;21;30/05/2020;5;5
2710;Tour2;21;30/05/2020;10;5
2711;Tour3;21;30/05/2020;15;5
2712;Tour4;3;30/05/2020;20;5
2713;Tour1;21;01/06/2020;5;5
2714;Tour2;21;01/06/2020;10;5
2715;Tour3;21;01/06/2020;15;5
2716;Tour4;5;01/06/2020;20;5
2717;Tour1;21;02/06/2020;5;5
2718;Tour2;21;02/06/2020;10;5
2719;Tour3;21;02/06/2020;15;5
2720;Tour4;0;02/06/2020;20;5
2721;Tour1;21;03/06/2020;5;5
2722;Tour2;21;03/06/2020;10;5
2723;Tour3;21;03/06/2020;15;5
2724;Tour4;2;03/06/2020;20;5
2725;Tour1;21;04/06/2020;5;5
2726;Tour2;21;04/06/2020;10;5
2727;Tour3;17;04/06/2020;15;5
2728;Tour4;0;04/06/2020;20;5
2729;Tour1;21;05/06/2020;5;5
2730;Tour2;21;05/06/2020;10;5
2731;Tour3;21;05/06/2020;15;5
2732;Tour4;2;05/06/2020;20;5
2733;Tour1;21;06/06/2020;5;5
2734;Tour2;21;06/06/2020;10;5
2735;Tour3;21;06/06/2020;15;5
2736;Tour4;7;06/06/2020;20;5
2737;Tour1;21;08/06/2020;5;5
2738;Tour2;21;08/06/2020;10;5
2739;Tour3;21;08/06/2020;15;5
2740;Tour4;3;08/06/2020;20;5
2741;Tour1;21;09/06/2020;5;5
2742;Tour2;21;09/06/2020;10;5
2743;Tour3;21;09/06/2020;15;5
2744;Tour4;1;09/06/2020;20;5
2745;Tour1;21;10/06/2020;5;5
2746;Tour2;21;10/06/2020;10;5
2747;Tour3;21;10/06/2020;15;5
2748;Tour4;2;10/06/2020;20;5
2749;Tour1;21;11/06/2020;5;5
2750;Tour2;21;11/06/2020;10;5
2751;Tour3;21;11/06/2020;15;5
2752;Tour4;6;11/06/2020;20;5
2753;Tour1;21;12/06/2020;5;5
2754;Tour2;21;12/06/2020;10;5
2755;Tour3;19;12/06/2020;15;5
2756;Tour4;0;12/06/2020;20;5
2757;Tour1;21;13/06/2020;5;5
2758;Tour2;21;13/06/2020;10;5
2759;Tour3;21;13/06/2020;15;5
2760;Tour4;0;13/06/2020;20;5
2761;Tour1;21;15/06/2020;5;5
2762;Tour2;21;15/06/2020;10;5
2763;Tour3;21;15/06/2020;15;5
2764;Tour4;0;15/06/2020;20;5
2765;Tour1;21;16/06/2020;5;5
2766;Tour2;21;16/06/2020;10;5
2767;Tour3;21;16/06/2020;15;5
2768;Tour4;6;16/06/2020;20;5
2769;Tour1;21;17/06/2020;5;5
2770;Tour2;21;17/06/2020;10;5
2771;Tour3;21;17/06/2020;15;5
2772;Tour4;4;17/06/2020;20;5
2773;Tour1;21;18/06/2020;5;5
2774;Tour2;21;18/06/2020;10;5
2775;Tour3;21;18/06/2020;15;5
2776;Tour4;5;18/06/2020;20;5
2777;Tour1;21;19/06/2020;5;5
2778;Tour2;21;19/06/2020;10;5
2779;Tour3;21;19/06/2020;15;5
2780;Tour4;0;19/06/2020;20;5
2781;Tour1;21;20/06/2020;5;5
2782;Tour2;21;20/06/2020;10;5
2783;Tour3;21;20/06/2020;15;5
2784;Tour4;0;20/06/2020;20;5
2785;Tour1;21;22/06/2020;5;5
2786;Tour2;21;22/06/2020;10;5
2787;Tour3;21;22/06/2020;15;5
2788;Tour4;6;22/06/2020;20;5
2789;Tour1;21;23/06/2020;5;5
2790;Tour2;21;23/06/2020;10;5
2791;Tour3;21;23/06/2020;15;5
2792;Tour4;4;23/06/2020;20;5
2793;Tour1;21;24/06/2020;5;5
2794;Tour2;21;24/06/2020;10;5
2795;Tour3;21;24/06/2020;15;5
2796;Tour4;0;24/06/2020;20;5
2797;Tour1;21;25/06/2020;5;5
2798;Tour2;21;25/06/2020;10;5
2799;Tour3;21;25/06/2020;15;5
2800;Tour4;3;25/06/2020;20;5
2801;Tour1;21;26/06/2020;5;5
2802;Tour2;21;26/06/2020;10;5
2803;Tour3;21;26/06/2020;15;5
2804;Tour4;3;26/06/2020;20;5
2805;Tour1;21;27/06/2020;5;5
2806;Tour2;21;27/06/2020;10;5
2807;Tour3;18;27/06/2020;15;5
2808;Tour4;0;27/06/2020;20;5
2809;Tour1;21;29/06/2020;5;5
2810;Tour2;21;29/06/2020;10;5
2811;Tour3;21;29/06/2020;15;5
2812;Tour4;4;29/06/2020;20;5
2813;Tour1;21;30/06/2020;5;5
2814;Tour2;21;30/06/2020;10;5
2815;Tour3;21;30/06/2020;15;5
2816;Tour4;7;30/06/2020;20;5
2817;Tour1;21;01/07/2020;5;5
2818;Tour2;21;01/07/2020;10;5
2819;Tour3;21;01/07/2020;15;5
2820;Tour4;4;01/07/2020;20;5
2821;Tour1;21;02/07/2020;5;5
2822;Tour2;21;02/07/2020;10;5
2823;Tour3;21;02/07/2020;15;5
2824;Tour4;4;02/07/2020;20;5
2825;Tour1;21;03/07/2020;5;5
2826;Tour2;21;03/07/2020;10;5
2827;Tour3;21;03/07/2020;15;5
2828;Tour4;4;03/07/2020;20;5
2829;Tour1;21;04/07/2020;5;5
2830;Tour2;21;04/07/2020;10;5
2831;Tour3;20;04/07/2020;15;5
2832;Tour4;0;04/07/2020;20;5
2833;Tour1;21;06/07/2020;5;5
2834;Tour2;21;06/07/2020;10;5
2835;Tour3;21;06/07/2020;15;5
2836;Tour4;2;06/07/2020;20;5
2837;Tour1;21;07/07/2020;5;5
2838;Tour2;21;07/07/2020;10;5
2839;Tour3;20;07/07/2020;15;5
2840;Tour4;0;07/07/2020;20;5
2841;Tour1;21;08/07/2020;5;5
2842;Tour2;21;08/07/2020;10;5
2843;Tour3;21;08/07/2020;15;5
2844;Tour4;0;08/07/2020;20;5
2845;Tour1;21;09/07/2020;5;5
2846;Tour2;21;09/07/2020;10;5
2847;Tour3;21;09/07/2020;15;5
2848;Tour4;5;09/07/2020;20;5
2849;Tour1;21;10/07/2020;5;5
2850;Tour2;21;10/07/2020;10;5
2851;Tour3;20;10/07/2020;15;5
2852;Tour4;0;10/07/2020;20;5
2853;Tour1;21;11/07/2020;5;5
2854;Tour2;21;11/07/2020;10;5
2855;Tour3;21;11/07/2020;15;5
2856;Tour4;5;11/07/2020;20;5
2857;Tour1;21;13/07/2020;5;5
2858;Tour2;21;13/07/2020;10;5
2859;Tour3;21;13/07/2020;15;5
2860;Tour4;6;13/07/2020;20;5
2861;Tour1;21;14/07/2020;5;5
2862;Tour2;21;14/07/2020;10;5
2863;Tour3;21;14/07/2020;15;5
2864;Tour4;6;14/07/2020;20;5
2865;Tour1;21;15/07/2020;5;5
2866;Tour2;21;15/07/2020;10;5
2867;Tour3;19;15/07/2020;15;5
2868;Tour4;0;15/07/2020;20;5
2869;Tour1;21;16/07/2020;5;5
2870;Tour2;21;16/07/2020;10;5
2871;Tour3;21;16/07/2020;15;5
2872;Tour4;6;16/07/2020;20;5
2873;Tour1;21;17/07/2020;5;5
2874;Tour2;21;17/07/2020;10;5
2875;Tour3;20;17/07/2020;15;5
2876;Tour4;0;17/07/2020;20;5
2877;Tour1;21;18/07/2020;5;5
2878;Tour2;21;18/07/2020;10;5
2879;Tour3;21;18/07/2020;15;5
2880;Tour4;1;18/07/2020;20;5
2881;Tour1;21;20/07/2020;5;5
2882;Tour2;21;20/07/2020;10;5
2883;Tour3;21;20/07/2020;15;5
2884;Tour4;3;20/07/2020;20;5
2885;Tour1;21;21/07/2020;5;5
2886;Tour2;21;21/07/2020;10;5
2887;Tour3;21;21/07/2020;15;5
2888;Tour4;5;21/07/2020;20;5
2889;Tour1;21;22/07/2020;5;5
2890;Tour2;21;22/07/2020;10;5
2891;Tour3;16;22/07/2020;15;5
2892;Tour4;0;22/07/2020;20;5
2893;Tour1;21;23/07/2020;5;5
2894;Tour2;21;23/07/2020;10;5
2895;Tour3;21;23/07/2020;15;5
2896;Tour4;2;23/07/2020;20;5
2897;Tour1;21;24/07/2020;5;5
2898;Tour2;21;24/07/2020;10;5
2899;Tour3;21;24/07/2020;15;5
2900;Tour4;2;24/07/2020;20;5
2901;Tour1;21;25/07/2020;5;5
2902;Tour2;21;25/07/2020;10;5
2903;Tour3;17;25/07/2020;15;5
2904;Tour4;0;25/07/2020;20;5
2905;Tour1;21;27/07/2020;5;5
2906;Tour2;21;27/07/2020;10;5
2907;Tour3;21;27/07/2020;15;5
2908;Tour4;4;27/07/2020;20;5
2909;Tour1;21;28/07/2020;5;5
2910;Tour2;21;28/07/2020;10;5
2911;Tour3;21;28/07/2020;15;5
2912;Tour4;6;28/07/2020;20;5
2913;Tour1;21;29/07/2020;5;5
2914;Tour2;21;29/07/2020;10;5
2915;Tour3;17;29/07/2020;15;5
2916;Tour4;0;29/07/2020;20;5
2917;Tour1;21;30/07/2020;5;5
2918;Tour2;21;30/07/2020;10;5
2919;Tour3;21;30/07/2020;15;5
2920;Tour4;10;30/07/2020;20;5
2921;Tour1;21;31/07/2020;5;5
2922;Tour2;21;31/07/2020;10;5
2923;Tour3;16;31/07/2020;15;5
2924;Tour4;0;31/07/2020;20;5
2925;Tour1;21;01/08/2020;5;5
2926;Tour2;21;01/08/2020;10;5
2927;Tour3;19;01/08/2020;15;5
2928;Tour4;0;01/08/2020;20;5
2929;Tour1;21;03/08/2020;5;5
2930;Tour2;21;03/08/2020;10;5
2931;Tour3;21;03/08/2020;15;5
2932;Tour4;0;03/08/2020;20;5
2933;Tour1;21;04/08/2020;5;5
2934;Tour2;21;04/08/2020;10;5
2935;Tour3;21;04/08/2020;15;5
2936;Tour4;6;04/08/2020;20;5
2937;Tour1;21;05/08/2020;5;5
2938;Tour2;21;05/08/2020;10;5
2939;Tour3;16;05/08/2020;15;5
2940;Tour4;0;05/08/2020;20;5
2941;Tour1;21;06/08/2020;5;5
2942;Tour2;21;06/08/2020;10;5
2943;Tour3;21;06/08/2020;15;5
2944;Tour4;3;06/08/2020;20;5
2945;Tour1;21;07/08/2020;5;5
2946;Tour2;21;07/08/2020;10;5
2947;Tour3;21;07/08/2020;15;5
2948;Tour4;3;07/08/2020;20;5
2949;Tour1;21;08/08/2020;5;5
2950;Tour2;21;08/08/2020;10;5
2951;Tour3;13;08/08/2020;15;5
2952;Tour4;0;08/08/2020;20;5
2953;Tour1;21;10/08/2020;5;5
2954;Tour2;21;10/08/2020;10;5
2955;Tour3;21;10/08/2020;15;5
2956;Tour4;5;10/08/2020;20;5
2957;Tour1;21;11/08/2020;5;5
2958;Tour2;21;11/08/2020;10;5
2959;Tour3;21;11/08/2020;15;5
2960;Tour4;6;11/08/2020;20;5
2961;Tour1;21;12/08/2020;5;5
2962;Tour2;21;12/08/2020;10;5
2963;Tour3;19;12/08/2020;15;5
2964;Tour4;0;12/08/2020;20;5
2965;Tour1;21;13/08/2020;5;5
2966;Tour2;21;13/08/2020;10;5
2967;Tour3;21;13/08/2020;15;5
2968;Tour4;4;13/08/2020;20;5
2969;Tour1;21;14/08/2020;5;5
2970;Tour2;21;14/08/2020;10;5
2971;Tour3;21;14/08/2020;15;5
2972;Tour4;9;14/08/2020;20;5
2973;Tour1;21;15/08/2020;5;5
2974;Tour2;21;15/08/2020;10;5
2975;Tour3;20;15/08/2020;15;5
2976;Tour4;0;15/08/2020;20;5
2977;Tour1;21;17/08/2020;5;5
2978;Tour2;21;17/08/2020;10;5
2979;Tour3;21;17/08/2020;15;5
2980;Tour4;4;17/08/2020;20;5
2981;Tour1;21;18/08/2020;5;5
2982;Tour2;21;18/08/2020;10;5
2983;Tour3;21;18/08/2020;15;5
2984;Tour4;8;18/08/2020;20;5
2985;Tour1;21;19/08/2020;5;5
2986;Tour2;21;19/08/2020;10;5
2987;Tour3;20;19/08/2020;15;5
2988;Tour4;0;19/08/2020;20;5
2989;Tour1;21;20/08/2020;5;5
2990;Tour2;21;20/08/2020;10;5
2991;Tour3;21;20/08/2020;15;5
2992;Tour4;2;20/08/2020;20;5
2993;Tour1;21;21/08/2020;5;5
2994;Tour2;21;21/08/2020;10;5
2995;Tour3;20;21/08/2020;15;5
2996;Tour4;0;21/08/2020;20;5
2997;Tour1;21;22/08/2020;5;5
2998;Tour2;21;22/08/2020;10;5
2999;Tour3;18;22/08/2020;15;5
3000;Tour4;0;22/08/2020;20;5
3001;Tour1;21;24/08/2020;5;5
3002;Tour2;21;24/08/2020;10;5
3003;Tour3;21;24/08/2020;15;5
3004;Tour4;0;24/08/2020;20;5
3005;Tour1;21;25/08/2020;5;5
3006;Tour2;21;25/08/2020;10;5
3007;Tour3;21;25/08/2020;15;5
3008;Tour4;10;25/08/2020;20;5
3009;Tour1;21;26/08/2020;5;5
3010;Tour2;21;26/08/2020;10;5
3011;Tour3;18;26/08/2020;15;5
3012;Tour4;0;26/08/2020;20;5
3013;Tour1;21;27/08/2020;5;5
3014;Tour2;21;27/08/2020;10;5
3015;Tour3;21;27/08/2020;15;5
3016;Tour4;3;27/08/2020;20;5
3017;Tour1;21;28/08/2020;5;5
3018;Tour2;21;28/08/2020;10;5
3019;Tour3;21;28/08/2020;15;5
3020;Tour4;6;28/08/2020;20;5
3021;Tour1;21;29/08/2020;5;5
3022;Tour2;21;29/08/2020;10;5
3023;Tour3;17;29/08/2020;15;5
3024;Tour4;0;29/08/2020;20;5
3025;Tour1;21;31/08/2020;5;5
3026;Tour2;21;31/08/2020;10;5
3027;Tour3;20;31/08/2020;15;5
3028;Tour4;0;31/08/2020;20;5
3029;Tour1;21;01/09/2020;5;5
3030;Tour2;21;01/09/2020;10;5
3031;Tour3;21;01/09/2020;15;5
3032;Tour4;9;01/09/2020;20;5
3033;Tour1;21;02/09/2020;5;5
3034;Tour2;21;02/09/2020;10;5
3035;Tour3;19;02/09/2020;15;5
3036;Tour4;0;02/09/2020;20;5
3037;Tour1;21;03/09/2020;5;5
3038;Tour2;21;03/09/2020;10;5
3039;Tour3;19;03/09/2020;15;5
3040;Tour4;0;03/09/2020;20;5
3041;Tour1;21;04/09/2020;5;5
3042;Tour2;21;04/09/2020;10;5
3043;Tour3;21;04/09/2020;15;5
3044;Tour4;8;04/09/2020;20;5
3045;Tour1;21;05/09/2020;5;5
3046;Tour2;21;05/09/2020;10;5
3047;Tour3;21;05/09/2020;15;5
3048;Tour4;2;05/09/2020;20;5
3049;Tour1;21;07/09/2020;5;5
3050;Tour2;21;07/09/2020;10;5
3051;Tour3;21;07/09/2020;15;5
3052;Tour4;4;07/09/2020;20;5
3053;Tour1;21;08/09/2020;5;5
3054;Tour2;21;08/09/2020;10;5
3055;Tour3;21;08/09/2020;15;5
3056;Tour4;6;08/09/2020;20;5
3057;Tour1;21;09/09/2020;5;5
3058;Tour2;21;09/09/2020;10;5
3059;Tour3;19;09/09/2020;15;5
3060;Tour4;0;09/09/2020;20;5
3061;Tour1;21;10/09/2020;5;5
3062;Tour2;21;10/09/2020;10;5
3063;Tour3;18;10/09/2020;15;5
3064;Tour4;0;10/09/2020;20;5
3065;Tour1;21;11/09/2020;5;5
3066;Tour2;21;11/09/2020;10;5
3067;Tour3;21;11/09/2020;15;5
3068;Tour4;6;11/09/2020;20;5
3069;Tour1;21;12/09/2020;5;5
3070;Tour2;21;12/09/2020;10;5
3071;Tour3;20;12/09/2020;15;5
3072;Tour4;0;12/09/2020;20;5
3073;Tour1;21;14/09/2020;5;5
3074;Tour2;21;14/09/2020;10;5
3075;Tour3;21;14/09/2020;15;5
3076;Tour4;1;14/09/2020;20;5
3077;Tour1;21;15/09/2020;5;5
3078;Tour2;21;15/09/2020;10;5
3079;Tour3;21;15/09/2020;15;5
3080;Tour4;2;15/09/2020;20;5
3081;Tour1;21;16/09/2020;5;5
3082;Tour2;21;16/09/2020;10;5
3083;Tour3;12;16/09/2020;15;5
3084;Tour4;0;16/09/2020;20;5
3085;Tour1;21;17/09/2020;5;5
3086;Tour2;21;17/09/2020;10;5
3087;Tour3;21;17/09/2020;15;5
3088;Tour4;3;17/09/2020;20;5
3089;Tour1;21;18/09/2020;5;5
3090;Tour2;21;18/09/2020;10;5
3091;Tour3;21;18/09/2020;15;5
3092;Tour4;2;18/09/2020;20;5
3093;Tour1;21;19/09/2020;5;5
3094;Tour2;21;19/09/2020;10;5
3095;Tour3;20;19/09/2020;15;5
3096;Tour4;0;19/09/2020;20;5
3097;Tour1;21;21/09/2020;5;5
3098;Tour2;21;21/09/2020;10;5
3099;Tour3;21;21/09/2020;15;5
3100;Tour4;5;21/09/2020;20;5
3101;Tour1;21;22/09/2020;5;5
3102;Tour2;21;22/09/2020;10;5
3103;Tour3;21;22/09/2020;15;5
3104;Tour4;5;22/09/2020;20;5
3105;Tour1;21;23/09/2020;5;5
3106;Tour2;21;23/09/2020;10;5
3107;Tour3;13;23/09/2020;15;5
3108;Tour4;0;23/09/2020;20;5
3109;Tour1;21;24/09/2020;5;5
3110;Tour2;21;24/09/2020;10;5
3111;Tour3;21;24/09/2020;15;5
3112;Tour4;3;24/09/2020;20;5
3113;Tour1;21;25/09/2020;5;5
3114;Tour2;21;25/09/2020;10;5
3115;Tour3;21;25/09/2020;15;5
3116;Tour4;2;25/09/2020;20;5
3117;Tour1;21;26/09/2020;5;5
3118;Tour2;21;26/09/2020;10;5
3119;Tour3;16;26/09/2020;15;5
3120;Tour4;0;26/09/2020;20;5
3121;Tour1;21;28/09/2020;5;5
3122;Tour2;21;28/09/2020;10;5
3123;Tour3;21;28/09/2020;15;5
3124;Tour4;6;28/09/2020;20;5
3125;Tour1;21;29/09/2020;5;5
3126;Tour2;21;29/09/2020;10;5
3127;Tour3;21;29/09/2020;15;5
3128;Tour4;4;29/09/2020;20;5
3129;Tour1;21;30/09/2020;5;5
3130;Tour2;21;30/09/2020;10;5
3131;Tour3;16;30/09/2020;15;5
3132;Tour4;0;30/09/2020;20;5
3133;Tour1;21;01/10/2020;5;5
3134;Tour2;21;01/10/2020;10;5
3135;Tour3;21;01/10/2020;15;5
3136;Tour4;1;01/10/2020;20;5
3137;Tour1;21;02/10/2020;5;5
3138;Tour2;21;02/10/2020;10;5
3139;Tour3;20;02/10/2020;15;5
3140;Tour4;5;02/10/2020;20;5
3141;Tour1;21;03/10/2020;5;5
3142;Tour2;21;03/10/2020;10;5
3143;Tour3;17;03/10/2020;15;5
3144;Tour4;1;03/10/2020;20;5
3145;Tour1;21;05/10/2020;5;5
3146;Tour2;21;05/10/2020;10;5
3147;Tour3;21;05/10/2020;15;5
3148;Tour4;3;05/10/2020;20;5
3149;Tour1;21;06/10/2020;5;5
3150;Tour2;21;06/10/2020;10;5
3151;Tour3;21;06/10/2020;15;5
3152;Tour4;9;06/10/2020;20;5
3153;Tour1;21;07/10/2020;5;5
3154;Tour2;21;07/10/2020;10;5
3155;Tour3;17;07/10/2020;15;5
3156;Tour4;1;07/10/2020;20;5
3157;Tour1;21;08/10/2020;5;5
3158;Tour2;21;08/10/2020;10;5
3159;Tour3;21;08/10/2020;15;5
3160;Tour4;0;08/10/2020;20;5
3161;Tour1;21;09/10/2020;5;5
3162;Tour2;21;09/10/2020;10;5
3163;Tour3;21;09/10/2020;15;5
3164;Tour4;4;09/10/2020;20;5
3165;Tour1;21;10/10/2020;5;5
3166;Tour2;21;10/10/2020;10;5
3167;Tour3;21;10/10/2020;15;5
3168;Tour4;0;10/10/2020;20;5
3169;Tour1;21;12/10/2020;5;5
3170;Tour2;21;12/10/2020;10;5
3171;Tour3;21;12/10/2020;15;5
3172;Tour4;0;12/10/2020;20;5
3173;Tour1;21;13/10/2020;5;5
3174;Tour2;21;13/10/2020;10;5
3175;Tour3;21;13/10/2020;15;5
3176;Tour4;5;13/10/2020;20;5
3177;Tour1;21;14/10/2020;5;5
3178;Tour2;21;14/10/2020;10;5
3179;Tour3;15;14/10/2020;15;5
3180;Tour4;0;14/10/2020;20;5
3181;Tour1;21;15/10/2020;5;5
3182;Tour2;21;15/10/2020;10;5
3183;Tour3;21;15/10/2020;15;5
3184;Tour4;5;15/10/2020;20;5
3185;Tour1;21;16/10/2020;5;5
3186;Tour2;21;16/10/2020;10;5
3187;Tour3;21;16/10/2020;15;5
3188;Tour4;4;16/10/2020;20;5
3189;Tour1;21;17/10/2020;5;5
3190;Tour2;21;17/10/2020;10;5
3191;Tour3;19;17/10/2020;15;5
3192;Tour4;0;17/10/2020;20;5
3193;Tour1;21;19/10/2020;5;5
3194;Tour2;21;19/10/2020;10;5
3195;Tour3;21;19/10/2020;15;5
3196;Tour4;0;19/10/2020;20;5
3197;Tour1;21;20/10/2020;5;5
3198;Tour2;21;20/10/2020;10;5
3199;Tour3;21;20/10/2020;15;5
3200;Tour4;5;20/10/2020;20;5
3201;Tour1;21;21/10/2020;5;5
3202;Tour2;21;21/10/2020;10;5
3203;Tour3;14;21/10/2020;15;5
3204;Tour4;0;21/10/2020;20;5
3205;Tour1;21;22/10/2020;5;5
3206;Tour2;21;22/10/2020;10;5
3207;Tour3;21;22/10/2020;15;5
3208;Tour4;3;22/10/2020;20;5
3209;Tour1;21;23/10/2020;5;5
3210;Tour2;21;23/10/2020;10;5
3211;Tour3;21;23/10/2020;15;5
3212;Tour4;2;23/10/2020;20;5
3213;Tour1;21;24/10/2020;5;5
3214;Tour2;21;24/10/2020;10;5
3215;Tour3;21;24/10/2020;15;5
3216;Tour4;0;24/10/2020;20;5
3217;Tour1;21;26/10/2020;5;5
3218;Tour2;21;26/10/2020;10;5
3219;Tour3;21;26/10/2020;15;5
3220;Tour4;5;26/10/2020;20;5
3221;Tour1;21;27/10/2020;5;5
3222;Tour2;21;27/10/2020;10;5
3223;Tour3;21;27/10/2020;15;5
3224;Tour4;2;27/10/2020;20;5
3225;Tour1;21;28/10/2020;5;5
3226;Tour2;21;28/10/2020;10;5
3227;Tour3;19;28/10/2020;15;5
3228;Tour4;0;28/10/2020;20;5
3229;Tour1;21;29/10/2020;5;5
3230;Tour2;21;29/10/2020;10;5
3231;Tour3;21;29/10/2020;15;5
3232;Tour4;4;29/10/2020;20;5
3233;Tour1;21;30/10/2020;5;5
3234;Tour2;21;30/10/2020;10;5
3235;Tour3;21;30/10/2020;15;5
3236;Tour4;1;30/10/2020;20;5
3237;Tour1;21;31/10/2020;5;5
3238;Tour2;21;31/10/2020;10;5
3239;Tour3;20;31/10/2020;15;5
3240;Tour4;0;31/10/2020;20;5
3241;Tour1;21;02/11/2020;5;5
3242;Tour2;21;02/11/2020;10;5
3243;Tour3;21;02/11/2020;15;5
3244;Tour4;8;02/11/2020;20;5
3245;Tour1;21;03/11/2020;5;5
3246;Tour2;21;03/11/2020;10;5
3247;Tour3;21;03/11/2020;15;5
3248;Tour4;5;03/11/2020;20;5
3249;Tour1;21;04/11/2020;5;5
3250;Tour2;21;04/11/2020;10;5
3251;Tour3;16;04/11/2020;15;5
3252;Tour4;0;04/11/2020;20;5
3253;Tour1;21;05/11/2020;5;5
3254;Tour2;21;05/11/2020;10;5
3255;Tour3;21;05/11/2020;15;5
3256;Tour4;3;05/11/2020;20;5
3257;Tour1;21;06/11/2020;5;5
3258;Tour2;21;06/11/2020;10;5
3259;Tour3;21;06/11/2020;15;5
3260;Tour4;5;06/11/2020;20;5
3261;Tour1;21;07/11/2020;5;5
3262;Tour2;21;07/11/2020;10;5
3263;Tour3;21;07/11/2020;15;5
3264;Tour4;0;07/11/2020;20;5
3265;Tour1;21;09/11/2020;5;5
3266;Tour2;21;09/11/2020;10;5
3267;Tour3;21;09/11/2020;15;5
3268;Tour4;1;09/11/2020;20;5
3269;Tour1;21;10/11/2020;5;5
3270;Tour2;21;10/11/2020;10;5
3271;Tour3;21;10/11/2020;15;5
3272;Tour4;9;10/11/2020;20;5
3273;Tour1;21;11/11/2020;5;5
3274;Tour2;21;11/11/2020;10;5
3275;Tour3;15;11/11/2020;15;5
3276;Tour4;0;11/11/2020;20;5
3277;Tour1;21;12/11/2020;5;5
3278;Tour2;21;12/11/2020;10;5
3279;Tour3;21;12/11/2020;15;5
3280;Tour4;2;12/11/2020;20;5
3281;Tour1;21;13/11/2020;5;5
3282;Tour2;21;13/11/2020;10;5
3283;Tour3;21;13/11/2020;15;5
3284;Tour4;5;13/11/2020;20;5
3285;Tour1;21;14/11/2020;5;5
3286;Tour2;21;14/11/2020;10;5
3287;Tour3;21;14/11/2020;15;5
3288;Tour4;1;14/11/2020;20;5
3289;Tour1;21;16/11/2020;5;5
3290;Tour2;21;16/11/2020;10;5
3291;Tour3;21;16/11/2020;15;5
3292;Tour4;2;16/11/2020;20;5
3293;Tour1;21;17/11/2020;5;5
3294;Tour2;21;17/11/2020;10;5
3295;Tour3;21;17/11/2020;15;5
3296;Tour4;2;17/11/2020;20;5
3297;Tour1;21;18/11/2020;5;5
3298;Tour2;21;18/11/2020;10;5
3299;Tour3;21;18/11/2020;15;5
3300;Tour4;2;18/11/2020;20;5
3301;Tour1;21;19/11/2020;5;5
3302;Tour2;21;19/11/2020;10;5
3303;Tour3;21;19/11/2020;15;5
3304;Tour4;7;19/11/2020;20;5
3305;Tour1;21;20/11/2020;5;5
3306;Tour2;21;20/11/2020;10;5
3307;Tour3;21;20/11/2020;15;5
3308;Tour4;3;20/11/2020;20;5
3309;Tour1;21;21/11/2020;5;5
3310;Tour2;21;21/11/2020;10;5
3311;Tour3;19;21/11/2020;15;5
3312;Tour4;0;21/11/2020;20;5
3313;Tour1;21;23/11/2020;5;5
3314;Tour2;21;23/11/2020;10;5
3315;Tour3;21;23/11/2020;15;5
3316;Tour4;4;23/11/2020;20;5
3317;Tour1;21;24/11/2020;5;5
3318;Tour2;21;24/11/2020;10;5
3319;Tour3;21;24/11/2020;15;5
3320;Tour4;2;24/11/2020;20;5
3321;Tour1;21;25/11/2020;5;5
3322;Tour2;21;25/11/2020;10;5
3323;Tour3;16;25/11/2020;15;5
3324;Tour4;0;25/11/2020;20;5
3325;Tour1;21;26/11/2020;5;5
3326;Tour2;21;26/11/2020;10;5
3327;Tour3;21;26/11/2020;15;5
3328;Tour4;10;26/11/2020;20;5
3329;Tour1;21;27/11/2020;5;5
3330;Tour2;21;27/11/2020;10;5
3331;Tour3;18;27/11/2020;15;5
3332;Tour4;0;27/11/2020;20;5
3333;Tour1;21;28/11/2020;5;5
3334;Tour2;21;28/11/2020;10;5
3335;Tour3;18;28/11/2020;15;5
3336;Tour4;0;28/11/2020;20;5
3337;Tour1;21;30/11/2020;5;5
3338;Tour2;21;30/11/2020;10;5
3339;Tour3;21;30/11/2020;15;5
3340;Tour4;6;30/11/2020;20;5
3341;Tour1;21;01/12/2020;5;5
3342;Tour2;21;01/12/2020;10;5
3343;Tour3;21;01/12/2020;15;5
3344;Tour4;8;01/12/2020;20;5
3345;Tour1;21;02/12/2020;5;5
3346;Tour2;21;02/12/2020;10;5
3347;Tour3;21;02/12/2020;15;5
3348;Tour4;3;02/12/2020;20;5
3349;Tour1;21;03/12/2020;5;5
3350;Tour2;21;03/12/2020;10;5
3351;Tour3;21;03/12/2020;15;5
3352;Tour4;8;03/12/2020;20;5
3353;Tour1;21;04/12/2020;5;5
3354;Tour2;21;04/12/2020;10;5
3355;Tour3;21;04/12/2020;15;5
3356;Tour4;7;04/12/2020;20;5
3357;Tour1;21;05/12/2020;5;5
3358;Tour2;21;05/12/2020;10;5
3359;Tour3;21;05/12/2020;15;5
3360;Tour4;2;05/12/2020;20;5
3361;Tour1;21;07/12/2020;5;5
3362;Tour2;21;07/12/2020;10;5
3363;Tour3;21;07/12/2020;15;5
3364;Tour4;5;07/12/2020;20;5
3365;Tour1;21;08/12/2020;5;5
3366;Tour2;21;08/12/2020;10;5
3367;Tour3;21;08/12/2020;15;5
3368;Tour4;11;08/12/2020;20;5
3369;Tour1;21;09/12/2020;5;5
3370;Tour2;21;09/12/2020;10;5
3371;Tour3;21;09/12/2020;15;5
