ID;Tour;Patients;Date;Debut;Duree
1377;Tour1;21;08/05/2019;5;5
1378;Tour2;21;08/05/2019;10;5
1379;Tour3;21;08/05/2019;15;5
1380;Tour4;3;08/05/2019;20;5
1381;Tour1;21;09/05/2019;5;5
1382;Tour2;21;09/05/2019;10;5
1383;Tour3;21;09/05/2019;15;5
1384;Tour4;6;09/05/2019;20;5
1385;Tour1;21;10/05/2019;5;5
1386;Tour2;21;10/05/2019;10;5
1387;Tour3;21;10/05/2019;15;5
1388;Tour4;12;10/05/2019;20;5
1389;Tour1;21;11/05/2019;5;5
1390;Tour2;21;11/05/2019;10;5
1391;Tour3;21;11/05/2019;15;5
1392;Tour4;4;11/05/2019;20;5
1393;Tour1;21;13/05/2019;5;5
1394;Tour2;21;13/05/2019;10;5
1395;Tour3;21;13/05/2019;15;5
1396;Tour4;10;13/05/2019;20;5
1397;Tour1;21;14/05/2019;5;5
1398;Tour2;21;14/05/2019;10;5
1399;Tour3;21;14/05/2019;15;5
1400;Tour4;7;14/05/2019;20;5
1401;Tour1;21;15/05/2019;5;5
1402;Tour2;21;15/05/2019;10;5
1403;Tour3;21;15/05/2019;15;5
1404;Tour4;2;15/05/2019;20;5
1405;Tour1;21;16/05/2019;5;5
1406;Tour2;21;16/05/2019;10;5
1407;Tour3;21;16/05/2019;15;5
1408;Tour4;9;16/05/2019;20;5
1409;Tour1;21;17/05/2019;5;5
1410;Tour2;21;17/05/2019;10;5
1411;Tour3;21;17/05/2019;15;5
1412;Tour4;6;17/05/2019;20;5
1413;Tour1;21;18/05/2019;5;5
1414;Tour2;21;18/05/2019;10;5
1415;Tour3;21;18/05/2019;15;5
1416;Tour4;3;18/05/2019;20;5
1417;Tour1;21;20/05/2019;5;5
1418;Tour2;21;20/05/2019;10;5
1419;Tour3;21;20/05/2019;15;5
1420;Tour4;5;20/05/2019;20;5
1421;Tour1;21;21/05/2019;5;5
1422;Tour2;21;21/05/2019;10;5
1423;Tour3;21;21/05/2019;15;5
1424;Tour4;3;21/05/2019;20;5
1425;Tour1;21;22/05/2019;5;5
1426;Tour2;21;22/05/2019;10;5
1427;Tour3;21;22/05/2019;15;5
1428;Tour4;0;22/05/2019;20;5
1429;Tour1;21;23/05/2019;5;5
1430;Tour2;21;23/05/2019;10;5
1431;Tour3;21;23/05/2019;15;5
1432;Tour4;4;23/05/2019;20;5
1433;Tour1;21;24/05/2019;5;5
1434;Tour2;21;24/05/2019;10;5
1435;Tour3;21;24/05/2019;15;5
1436;Tour4;3;24/05/2019;20;5
1437;Tour1;21;25/05/2019;5;5
1438;Tour2;21;25/05/2019;10;5
1439;Tour3;21;25/05/2019;15;5
1440;Tour4;1;25/05/2019;20;5
1441;Tour1;21;27/05/2019;5;5
1442;Tour2;21;27/05/2019;10;5
1443;Tour3;21;27/05/2019;15;5
1444;Tour4;7;27/05/2019;20;5
1445;Tour1;21;28/05/2019;5;5
1446;Tour2;21;28/05/2019;10;5
1447;Tour3;21;28/05/2019;15;5
1448;Tour4;5;28/05/2019;20;5
1449;Tour1;21;29/05/2019;5;5
1450;Tour2;21;29/05/2019;10;5
1451;Tour3;21;29/05/2019;15;5
1452;Tour4;5;29/05/2019;20;5
1453;Tour1;21;30/05/2019;5;5
1454;Tour2;21;30/05/2019;10;5
1455;Tour3;21;30/05/2019;15;5
1456;Tour4;7;30/05/2019;20;5
1457;Tour1;21;31/05/2019;5;5
1458;Tour2;21;31/05/2019;10;5
1459;Tour3;21;31/05/2019;15;5
1460;Tour4;2;31/05/2019;20;5
1461;Tour1;21;01/06/2019;5;5
1462;Tour2;21;01/06/2019;10;5
1463;Tour3;21;01/06/2019;15;5
1464;Tour4;5;01/06/2019;20;5
1465;Tour1;21;03/06/2019;5;5
1466;Tour2;21;03/06/2019;10;5
1467;Tour3;21;03/06/2019;15;5
1468;Tour4;2;03/06/2019;20;5
1469;Tour1;21;04/06/2019;5;5
1470;Tour2;21;04/06/2019;10;5
1471;Tour3;21;04/06/2019;15;5
1472;Tour4;11;04/06/2019;20;5
1473;Tour1;21;05/06/2019;5;5
1474;Tour2;21;05/06/2019;10;5
1475;Tour3;21;05/06/2019;15;5
1476;Tour4;4;05/06/2019;20;5
1477;Tour1;21;06/06/2019;5;5
1478;Tour2;21;06/06/2019;10;5
1479;Tour3;21;06/06/2019;15;5
1480;Tour4;6;06/06/2019;20;5
1481;Tour1;21;07/06/2019;5;5
1482;Tour2;21;07/06/2019;10;5
1483;Tour3;21;07/06/2019;15;5
1484;Tour4;5;07/06/2019;20;5
1485;Tour1;21;08/06/2019;5;5
1486;Tour2;21;08/06/2019;10;5
1487;Tour3;21;08/06/2019;15;5
1488;Tour4;0;08/06/2019;20;5
1489;Tour1;21;10/06/2019;5;5
1490;Tour2;21;10/06/2019;10;5
1491;Tour3;21;10/06/2019;15;5
1492;Tour4;7;10/06/2019;20;5
1493;Tour1;21;11/06/2019;5;5
1494;Tour2;21;11/06/2019;10;5
1495;Tour3;21;11/06/2019;15;5
1496;Tour4;7;11/06/2019;20;5
1497;Tour1;21;12/06/2019;5;5
1498;Tour2;21;12/06/2019;10;5
1499;Tour3;21;12/06/2019;15;5
1500;Tour4;1;12/06/2019;20;5
1501;Tour1;21;13/06/2019;5;5
1502;Tour2;21;13/06/2019;10;5
1503;Tour3;21;13/06/2019;15;5
1504;Tour4;9;13/06/2019;20;5
1505;Tour1;21;14/06/2019;5;5
1506;Tour2;21;14/06/2019;10;5
1507;Tour3;21;14/06/2019;15;5
1508;Tour4;10;14/06/2019;20;5
1509;Tour1;21;15/06/2019;5;5
1510;Tour2;21;15/06/2019;10;5
1511;Tour3;21;15/06/2019;15;5
1512;Tour4;3;15/06/2019;20;5
1513;Tour1;21;17/06/2019;5;5
1514;Tour2;21;17/06/2019;10;5
1515;Tour3;21;17/06/2019;15;5
1516;Tour4;9;17/06/2019;20;5
1517;Tour1;21;18/06/2019;5;5
1518;Tour2;21;18/06/2019;10;5
1519;Tour3;21;18/06/2019;15;5
1520;Tour4;8;18/06/2019;20;5
1521;Tour1;21;19/06/2019;5;5
1522;Tour2;21;19/06/2019;10;5
1523;Tour3;21;19/06/2019;15;5
1524;Tour4;5;19/06/2019;20;5
1525;Tour1;21;20/06/2019;5;5
1526;Tour2;21;20/06/2019;10;5
1527;Tour3;21;20/06/2019;15;5
1528;Tour4;8;20/06/2019;20;5
1529;Tour1;21;21/06/2019;5;5
1530;Tour2;21;21/06/2019;10;5
1531;Tour3;21;21/06/2019;15;5
1532;Tour4;2;21/06/2019;20;5
1533;Tour1;21;22/06/2019;5;5
1534;Tour2;21;22/06/2019;10;5
1535;Tour3;13;22/06/2019;15;5
1536;Tour4;16;22/06/2019;20;5
1537;Tour1;21;24/06/2019;5;5
1538;Tour2;21;24/06/2019;10;5
1539;Tour3;21;24/06/2019;15;5
1540;Tour4;9;24/06/2019;20;5
1541;Tour1;21;25/06/2019;5;5
1542;Tour2;21;25/06/2019;10;5
1543;Tour3;21;25/06/2019;15;5
1544;Tour4;8;25/06/2019;20;5
1545;Tour1;21;26/06/2019;5;5
1546;Tour2;21;26/06/2019;10;5
1547;Tour3;21;26/06/2019;15;5
1548;Tour4;7;26/06/2019;20;5
1549;Tour1;21;27/06/2019;5;5
1550;Tour2;21;27/06/2019;10;5
1551;Tour3;21;27/06/2019;15;5
1552;Tour4;8;27/06/2019;20;5
1553;Tour1;21;28/06/2019;5;5
1554;Tour2;21;28/06/2019;10;5
1555;Tour3;21;28/06/2019;15;5
1556;Tour4;9;28/06/2019;20;5
1557;Tour1;21;29/06/2019;5;5
1558;Tour2;21;29/06/2019;10;5
1559;Tour3;21;29/06/2019;15;5
1560;Tour4;4;29/06/2019;20;5
1561;Tour1;21;01/07/2019;5;5
1562;Tour2;21;01/07/2019;10;5
1563;Tour3;21;01/07/2019;15;5
1564;Tour4;9;01/07/2019;20;5
1565;Tour1;21;02/07/2019;5;5
1566;Tour2;21;02/07/2019;10;5
1567;Tour3;21;02/07/2019;15;5
1568;Tour4;7;02/07/2019;20;5
1569;Tour1;21;03/07/2019;5;5
1570;Tour2;21;03/07/2019;10;5
1571;Tour3;21;03/07/2019;15;5
1572;Tour4;6;03/07/2019;20;5
1573;Tour1;21;04/07/2019;5;5
1574;Tour2;21;04/07/2019;10;5
1575;Tour3;21;04/07/2019;15;5
1576;Tour4;8;04/07/2019;20;5
1577;Tour1;21;05/07/2019;5;5
1578;Tour2;21;05/07/2019;10;5
1579;Tour3;21;05/07/2019;15;5
1580;Tour4;3;05/07/2019;20;5
1581;Tour1;21;06/07/2019;5;5
1582;Tour2;21;06/07/2019;10;5
1583;Tour3;21;06/07/2019;15;5
1584;Tour4;8;06/07/2019;20;5
1585;Tour1;21;08/07/2019;5;5
1586;Tour2;21;08/07/2019;10;5
1587;Tour3;21;08/07/2019;15;5
1588;Tour4;7;08/07/2019;20;5
1589;Tour1;21;09/07/2019;5;5
1590;Tour2;21;09/07/2019;10;5
1591;Tour3;21;09/07/2019;15;5
1592;Tour4;8;09/07/2019;20;5
1593;Tour1;21;10/07/2019;5;5
1594;Tour2;21;10/07/2019;10;5
1595;Tour3;21;10/07/2019;15;5
1596;Tour4;8;10/07/2019;20;5
1597;Tour1;21;11/07/2019;5;5
1598;Tour2;21;11/07/2019;10;5
1599;Tour3;21;11/07/2019;15;5
1600;Tour4;7;11/07/2019;20;5
1601;Tour1;21;12/07/2019;5;5
1602;Tour2;21;12/07/2019;10;5
1603;Tour3;21;12/07/2019;15;5
1604;Tour4;6;12/07/2019;20;5
1605;Tour1;21;13/07/2019;5;5
1606;Tour2;21;13/07/2019;10;5
1607;Tour3;21;13/07/2019;15;5
1608;Tour4;8;13/07/2019;20;5
1609;Tour1;21;15/07/2019;5;5
1610;Tour2;21;15/07/2019;10;5
1611;Tour3;21;15/07/2019;15;5
1612;Tour4;9;15/07/2019;20;5
1613;Tour1;21;16/07/2019;5;5
1614;Tour2;21;16/07/2019;10;5
1615;Tour3;21;16/07/2019;15;5
1616;Tour4;7;16/07/2019;20;5
1617;Tour1;21;17/07/2019;5;5
1618;Tour2;21;17/07/2019;10;5
1619;Tour3;21;17/07/2019;15;5
1620;Tour4;7;17/07/2019;20;5
1621;Tour1;20;18/07/2019;5;5
1622;Tour2;21;18/07/2019;10;5
1623;Tour3;21;18/07/2019;15;5
1624;Tour4;10;18/07/2019;20;5
1625;Tour1;21;19/07/2019;5;5
1626;Tour2;21;19/07/2019;10;5
1627;Tour3;21;19/07/2019;15;5
1628;Tour4;7;19/07/2019;20;5
1629;Tour1;21;20/07/2019;5;5
1630;Tour2;21;20/07/2019;10;5
1631;Tour3;21;20/07/2019;15;5
1632;Tour4;7;20/07/2019;20;5
1633;Tour1;21;22/07/2019;5;5
1634;Tour2;21;22/07/2019;10;5
1635;Tour3;21;22/07/2019;15;5
1636;Tour4;13;22/07/2019;20;5
1637;Tour1;21;23/07/2019;5;5
1638;Tour2;21;23/07/2019;10;5
1639;Tour3;21;23/07/2019;15;5
1640;Tour4;5;23/07/2019;20;5
1641;Tour1;21;24/07/2019;5;5
1642;Tour2;21;24/07/2019;10;5
1643;Tour3;21;24/07/2019;15;5
1644;Tour4;7;24/07/2019;20;5
1645;Tour1;21;25/07/2019;5;5
1646;Tour2;21;25/07/2019;10;5
1647;Tour3;21;25/07/2019;15;5
1648;Tour4;8;25/07/2019;20;5
1649;Tour1;21;26/07/2019;5;5
1650;Tour2;21;26/07/2019;10;5
1651;Tour3;21;26/07/2019;15;5
1652;Tour4;3;26/07/2019;20;5
1653;Tour1;21;27/07/2019;5;5
1654;Tour2;21;27/07/2019;10;5
1655;Tour3;21;27/07/2019;15;5
1656;Tour4;7;27/07/2019;20;5
1657;Tour1;21;29/07/2019;5;5
1658;Tour2;21;29/07/2019;10;5
1659;Tour3;21;29/07/2019;15;5
1660;Tour4;12;29/07/2019;20;5
1661;Tour1;21;30/07/2019;5;5
1662;Tour2;21;30/07/2019;10;5
1663;Tour3;21;30/07/2019;15;5
1664;Tour4;2;30/07/2019;20;5
1665;Tour1;21;31/07/2019;5;5
1666;Tour2;21;31/07/2019;10;5
1667;Tour3;21;31/07/2019;15;5
1668;Tour4;9;31/07/2019;20;5
1669;Tour1;21;01/08/2019;5;5
1670;Tour2;21;01/08/2019;10;5
1671;Tour3;21;01/08/2019;15;5
1672;Tour4;9;01/08/2019;20;5
1673;Tour1;21;02/08/2019;5;5
1674;Tour2;21;02/08/2019;10;5
1675;Tour3;21;02/08/2019;15;5
1676;Tour4;6;02/08/2019;20;5
1677;Tour1;21;03/08/2019;5;5
1678;Tour2;21;03/08/2019;10;5
1679;Tour3;21;03/08/2019;15;5
1680;Tour4;7;03/08/2019;20;5
1681;Tour1;21;05/08/2019;5;5
1682;Tour2;21;05/08/2019;10;5
1683;Tour3;21;05/08/2019;15;5
1684;Tour4;9;05/08/2019;20;5
1685;Tour1;21;06/08/2019;5;5
1686;Tour2;21;06/08/2019;10;5
1687;Tour3;21;06/08/2019;15;5
1688;Tour4;10;06/08/2019;20;5
1689;Tour1;21;07/08/2019;5;5
1690;Tour2;21;07/08/2019;10;5
1691;Tour3;21;07/08/2019;15;5
1692;Tour4;7;07/08/2019;20;5
1693;Tour1;21;08/08/2019;5;5
1694;Tour2;21;08/08/2019;10;5
1695;Tour3;21;08/08/2019;15;5
1696;Tour4;4;08/08/2019;20;5
1697;Tour1;21;09/08/2019;5;5
1698;Tour2;21;09/08/2019;10;5
1699;Tour3;21;09/08/2019;15;5
1700;Tour4;7;09/08/2019;20;5
1701;Tour1;21;10/08/2019;5;5
1702;Tour2;21;10/08/2019;10;5
1703;Tour3;21;10/08/2019;15;5
1704;Tour4;6;10/08/2019;20;5
1705;Tour1;21;12/08/2019;5;5
1706;Tour2;21;12/08/2019;10;5
1707;Tour3;21;12/08/2019;15;5
1708;Tour4;10;12/08/2019;20;5
1709;Tour1;21;13/08/2019;5;5
1710;Tour2;21;13/08/2019;10;5
1711;Tour3;21;13/08/2019;15;5
1712;Tour4;6;13/08/2019;20;5
1713;Tour1;21;14/08/2019;5;5
1714;Tour2;21;14/08/2019;10;5
1715;Tour3;21;14/08/2019;15;5
1716;Tour4;11;14/08/2019;20;5
1717;Tour1;21;15/08/2019;5;5
1718;Tour2;21;15/08/2019;10;5
1719;Tour3;21;15/08/2019;15;5
1720;Tour4;9;15/08/2019;20;5
1721;Tour1;21;16/08/2019;5;5
1722;Tour2;21;16/08/2019;10;5
1723;Tour3;21;16/08/2019;15;5
1724;Tour4;4;16/08/2019;20;5
1725;Tour1;21;17/08/2019;5;5
1726;Tour2;21;17/08/2019;10;5
1727;Tour3;21;17/08/2019;15;5
1728;Tour4;10;17/08/2019;20;5
1729;Tour1;21;19/08/2019;5;5
1730;Tour2;21;19/08/2019;10;5
1731;Tour3;21;19/08/2019;15;5
1732;Tour4;9;19/08/2019;20;5
1733;Tour1;21;20/08/2019;5;5
1734;Tour2;21;20/08/2019;10;5
1735;Tour3;21;20/08/2019;15;5
1736;Tour4;0;20/08/2019;20;5
1737;Tour1;21;21/08/2019;5;5
1738;Tour2;21;21/08/2019;10;5
1739;Tour3;21;21/08/2019;15;5
1740;Tour4;10;21/08/2019;20;5
1741;Tour1;21;22/08/2019;5;5
1742;Tour2;21;22/08/2019;10;5
1743;Tour3;21;22/08/2019;15;5
1744;Tour4;9;22/08/2019;20;5
1745;Tour1;21;23/08/2019;5;5
1746;Tour2;21;23/08/2019;10;5
1747;Tour3;21;23/08/2019;15;5
1748;Tour4;6;23/08/2019;20;5
1749;Tour1;21;24/08/2019;5;5
1750;Tour2;21;24/08/2019;10;5
1751;Tour3;21;24/08/2019;15;5
1752;Tour4;10;24/08/2019;20;5
1753;Tour1;21;26/08/2019;5;5
1754;Tour2;21;26/08/2019;10;5
1755;Tour3;21;26/08/2019;15;5
1756;Tour4;6;26/08/2019;20;5
1757;Tour1;21;27/08/2019;5;5
1758;Tour2;21;27/08/2019;10;5
1759;Tour3;21;27/08/2019;15;5
1760;Tour4;4;27/08/2019;20;5
1761;Tour1;21;28/08/2019;5;5
1762;Tour2;21;28/08/2019;10;5
1763;Tour3;16;28/08/2019;15;5
1764;Tour4;11;28/08/2019;20;5
1765;Tour1;21;29/08/2019;5;5
1766;Tour2;21;29/08/2019;10;5
1767;Tour3;21;29/08/2019;15;5
1768;Tour4;8;29/08/2019;20;5
1769;Tour1;21;30/08/2019;5;5
1770;Tour2;21;30/08/2019;10;5
1771;Tour3;21;30/08/2019;15;5
1772;Tour4;6;30/08/2019;20;5
1773;Tour1;21;31/08/2019;5;5
1774;Tour2;21;31/08/2019;10;5
1775;Tour3;21;31/08/2019;15;5
1776;Tour4;9;31/08/2019;20;5
1777;Tour1;21;02/09/2019;5;5
1778;Tour2;21;02/09/2019;10;5
1779;Tour3;21;02/09/2019;15;5
1780;Tour4;6;02/09/2019;20;5
1781;Tour1;21;03/09/2019;5;5
1782;Tour2;21;03/09/2019;10;5
1783;Tour3;21;03/09/2019;15;5
1784;Tour4;7;03/09/2019;20;5
1785;Tour1;21;04/09/2019;5;5
1786;Tour2;21;04/09/2019;10;5
1787;Tour3;21;04/09/2019;15;5
1788;Tour4;9;04/09/2019;20;5
1789;Tour1;21;05/09/2019;5;5
1790;Tour2;21;05/09/2019;10;5
1791;Tour3;21;05/09/2019;15;5
1792;Tour4;8;05/09/2019;20;5
1793;Tour1;21;06/09/2019;5;5
1794;Tour2;21;06/09/2019;10;5
1795;Tour3;21;06/09/2019;15;5
1796;Tour4;8;06/09/2019;20;5
1797;Tour1;21;07/09/2019;5;5
1798;Tour2;21;07/09/2019;10;5
1799;Tour3;21;07/09/2019;15;5
1800;Tour4;9;07/09/2019;20;5
1801;Tour1;21;09/09/2019;5;5
1802;Tour2;21;09/09/2019;10;5
1803;Tour3;21;09/09/2019;15;5
1804;Tour4;10;09/09/2019;20;5
1805;Tour1;21;10/09/2019;5;5
1806;Tour2;21;10/09/2019;10;5
1807;Tour3;21;10/09/2019;15;5
1808;Tour4;7;10/09/2019;20;5
1809;Tour1;21;11/09/2019;5;5
1810;Tour2;21;11/09/2019;10;5
1811;Tour3;11;11/09/2019;15;5
1812;Tour4;7;11/09/2019;20;5
1813;Tour1;21;12/09/2019;5;5
1814;Tour2;21;12/09/2019;10;5
1815;Tour3;21;12/09/2019;15;5
1816;Tour4;5;12/09/2019;20;5
1817;Tour1;21;13/09/2019;5;5
1818;Tour2;21;13/09/2019;10;5
1819;Tour3;21;13/09/2019;15;5
1820;Tour4;11;13/09/2019;20;5
1821;Tour1;21;14/09/2019;5;5
1822;Tour2;21;14/09/2019;10;5
1823;Tour3;21;14/09/2019;15;5
1824;Tour4;6;14/09/2019;20;5
1825;Tour1;21;16/09/2019;5;5
1826;Tour2;21;16/09/2019;10;5
1827;Tour3;21;16/09/2019;15;5
1828;Tour4;9;16/09/2019;20;5
1829;Tour1;21;17/09/2019;5;5
1830;Tour2;21;17/09/2019;10;5
1831;Tour3;21;17/09/2019;15;5
1832;Tour4;9;17/09/2019;20;5
1833;Tour1;21;18/09/2019;5;5
1834;Tour2;21;18/09/2019;10;5
1835;Tour3;15;18/09/2019;15;5
1836;Tour4;7;18/09/2019;20;5
1837;Tour1;21;19/09/2019;5;5
1838;Tour2;21;19/09/2019;10;5
1839;Tour3;21;19/09/2019;15;5
1840;Tour4;8;19/09/2019;20;5
1841;Tour1;21;20/09/2019;5;5
1842;Tour2;21;20/09/2019;10;5
1843;Tour3;21;20/09/2019;15;5
1844;Tour4;8;20/09/2019;20;5
1845;Tour1;21;21/09/2019;5;5
1846;Tour2;21;21/09/2019;10;5
1847;Tour3;17;21/09/2019;15;5
1848;Tour4;3;21/09/2019;20;5
1849;Tour1;21;23/09/2019;5;5
1850;Tour2;21;23/09/2019;10;5
1851;Tour3;21;23/09/2019;15;5
1852;Tour4;10;23/09/2019;20;5
1853;Tour1;21;24/09/2019;5;5
1854;Tour2;21;24/09/2019;10;5
1855;Tour3;21;24/09/2019;15;5
1856;Tour4;8;24/09/2019;20;5
1857;Tour1;21;25/09/2019;5;5
1858;Tour2;21;25/09/2019;10;5
1859;Tour3;21;25/09/2019;15;5
1860;Tour4;1;25/09/2019;20;5
1861;Tour1;21;26/09/2019;5;5
1862;Tour2;21;26/09/2019;10;5
1863;Tour3;3;26/09/2019;15;5
1864;Tour4;5;26/09/2019;20;5
1865;Tour1;21;27/09/2019;5;5
1866;Tour2;21;27/09/2019;10;5
1867;Tour3;21;27/09/2019;15;5
1868;Tour4;21;27/09/2019;20;5
1869;Tour1;21;28/09/2019;5;5
1870;Tour2;21;28/09/2019;10;5
1871;Tour3;21;28/09/2019;15;5
1872;Tour4;6;28/09/2019;20;5
1873;Tour1;21;30/09/2019;5;5
1874;Tour2;21;30/09/2019;10;5
1875;Tour3;21;30/09/2019;15;5
1876;Tour4;13;30/09/2019;20;5
1877;Tour1;21;01/10/2019;5;5
1878;Tour2;21;01/10/2019;10;5
1879;Tour3;21;01/10/2019;15;5
1880;Tour4;11;01/10/2019;20;5
1881;Tour1;21;02/10/2019;5;5
1882;Tour2;21;02/10/2019;10;5
1883;Tour3;21;02/10/2019;15;5
1884;Tour4;2;02/10/2019;20;5
1885;Tour1;21;03/10/2019;5;5
1886;Tour2;21;03/10/2019;10;5
1887;Tour3;21;03/10/2019;15;5
1888;Tour4;8;03/10/2019;20;5
1889;Tour1;21;04/10/2019;5;5
1890;Tour2;21;04/10/2019;10;5
1891;Tour3;21;04/10/2019;15;5
1892;Tour4;10;04/10/2019;20;5
1893;Tour1;21;05/10/2019;5;5
1894;Tour2;21;05/10/2019;10;5
1895;Tour3;21;05/10/2019;15;5
1896;Tour4;6;05/10/2019;20;5
1897;Tour1;21;07/10/2019;5;5
1898;Tour2;21;07/10/2019;10;5
1899;Tour3;21;07/10/2019;15;5
1900;Tour4;14;07/10/2019;20;5
1901;Tour1;21;08/10/2019;5;5
1902;Tour2;21;08/10/2019;10;5
1903;Tour3;21;08/10/2019;15;5
1904;Tour4;9;08/10/2019;20;5
1905;Tour1;21;09/10/2019;5;5
1906;Tour2;21;09/10/2019;10;5
1907;Tour3;21;09/10/2019;15;5
1908;Tour4;6;09/10/2019;20;5
1909;Tour1;21;10/10/2019;5;5
1910;Tour2;21;10/10/2019;10;5
1911;Tour3;21;10/10/2019;15;5
1912;Tour4;7;10/10/2019;20;5
1913;Tour1;21;11/10/2019;5;5
1914;Tour2;21;11/10/2019;10;5
1915;Tour3;21;11/10/2019;15;5
1916;Tour4;11;11/10/2019;20;5
1917;Tour1;21;12/10/2019;5;5
1918;Tour2;21;12/10/2019;10;5
1919;Tour3;21;12/10/2019;15;5
1920;Tour4;13;12/10/2019;20;5
1921;Tour1;21;14/10/2019;5;5
1922;Tour2;21;14/10/2019;10;5
1923;Tour3;21;14/10/2019;15;5
1924;Tour4;11;14/10/2019;20;5
1925;Tour1;21;15/10/2019;5;5
1926;Tour2;21;15/10/2019;10;5
1927;Tour3;21;15/10/2019;15;5
1928;Tour4;11;15/10/2019;20;5
1929;Tour1;21;16/10/2019;5;5
1930;Tour2;21;16/10/2019;10;5
1931;Tour3;21;16/10/2019;15;5
1932;Tour4;4;16/10/2019;20;5
1933;Tour1;21;17/10/2019;5;5
1934;Tour2;21;17/10/2019;10;5
1935;Tour3;21;17/10/2019;15;5
1936;Tour4;12;17/10/2019;20;5
1937;Tour1;21;18/10/2019;5;5
1938;Tour2;21;18/10/2019;10;5
1939;Tour3;21;18/10/2019;15;5
1940;Tour4;10;18/10/2019;20;5
1941;Tour1;21;19/10/2019;5;5
1942;Tour2;21;19/10/2019;10;5
1943;Tour3;21;19/10/2019;15;5
1944;Tour4;4;19/10/2019;20;5
1945;Tour1;21;21/10/2019;5;5
1946;Tour2;21;21/10/2019;10;5
1947;Tour3;21;21/10/2019;15;5
1948;Tour4;14;21/10/2019;20;5
1949;Tour1;21;22/10/2019;5;5
1950;Tour2;21;22/10/2019;10;5
1951;Tour3;21;22/10/2019;15;5
1952;Tour4;5;22/10/2019;20;5
1953;Tour1;21;23/10/2019;5;5
1954;Tour2;21;23/10/2019;10;5
1955;Tour3;21;23/10/2019;15;5
1956;Tour4;2;23/10/2019;20;5
1957;Tour1;21;24/10/2019;5;5
1958;Tour2;21;24/10/2019;10;5
1959;Tour3;21;24/10/2019;15;5
1960;Tour4;10;24/10/2019;20;5
1961;Tour1;21;25/10/2019;5;5
1962;Tour2;21;25/10/2019;10;5
1963;Tour3;19;25/10/2019;15;5
1964;Tour4;0;25/10/2019;20;5
1965;Tour1;21;26/10/2019;5;5
1966;Tour2;21;26/10/2019;10;5
1967;Tour3;21;26/10/2019;15;5
1968;Tour4;12;26/10/2019;20;5
1969;Tour1;21;28/10/2019;5;5
1970;Tour2;21;28/10/2019;10;5
1971;Tour3;21;28/10/2019;15;5
1972;Tour4;12;28/10/2019;20;5
1973;Tour1;21;29/10/2019;5;5
1974;Tour2;21;29/10/2019;10;5
1975;Tour3;21;29/10/2019;15;5
1976;Tour4;10;29/10/2019;20;5
1977;Tour1;21;30/10/2019;5;5
1978;Tour2;21;30/10/2019;10;5
1979;Tour3;19;30/10/2019;15;5
1980;Tour4;0;30/10/2019;20;5
1981;Tour1;21;31/10/2019;5;5
1982;Tour2;21;31/10/2019;10;5
1983;Tour3;21;31/10/2019;15;5
1984;Tour4;5;31/10/2019;20;5
1985;Tour1;21;01/11/2019;5;5
1986;Tour2;21;01/11/2019;10;5
1987;Tour3;21;01/11/2019;15;5
1988;Tour4;15;01/11/2019;20;5
1989;Tour1;21;02/11/2019;5;5
1990;Tour2;21;02/11/2019;10;5
1991;Tour3;20;02/11/2019;15;5
1992;Tour4;0;02/11/2019;20;5
1993;Tour1;21;04/11/2019;5;5
1994;Tour2;21;04/11/2019;10;5
1995;Tour3;21;04/11/2019;15;5
1996;Tour4;9;04/11/2019;20;5
1997;Tour1;21;05/11/2019;5;5
1998;Tour2;21;05/11/2019;10;5
1999;Tour3;21;05/11/2019;15;5
2000;Tour4;11;05/11/2019;20;5
2001;Tour1;21;06/11/2019;5;5
2002;Tour2;21;06/11/2019;10;5
2003;Tour3;21;06/11/2019;15;5
2004;Tour4;3;06/11/2019;20;5
2005;Tour1;21;07/11/2019;5;5
2006;Tour2;21;07/11/2019;10;5
2007;Tour3;21;07/11/2019;15;5
2008;Tour4;10;07/11/2019;20;5
2009;Tour1;21;08/11/2019;5;5
2010;Tour2;21;08/11/2019;10;5
2011;Tour3;21;08/11/2019;15;5
2012;Tour4;7;08/11/2019;20;5
2013;Tour1;21;09/11/2019;5;5
2014;Tour2;21;09/11/2019;10;5
2015;Tour3;14;09/11/2019;15;5
2016;Tour4;10;09/11/2019;20;5
2017;Tour1;21;11/11/2019;5;5
2018;Tour2;21;11/11/2019;10;5
2019;Tour3;21;11/11/2019;15;5
2020;Tour4;9;11/11/2019;20;5
2021;Tour1;21;12/11/2019;5;5
2022;Tour2;21;12/11/2019;10;5
2023;Tour3;21;12/11/2019;15;5
2024;Tour4;8;12/11/2019;20;5
2025;Tour1;21;13/11/2019;5;5
2026;Tour2;21;13/11/2019;10;5
2027;Tour3;21;13/11/2019;15;5
2028;Tour4;3;13/11/2019;20;5
2029;Tour1;21;14/11/2019;5;5
2030;Tour2;21;14/11/2019;10;5
2031;Tour3;21;14/11/2019;15;5
2032;Tour4;10;14/11/2019;20;5
2033;Tour1;21;15/11/2019;5;5
2034;Tour2;21;15/11/2019;10;5
2035;Tour3;21;15/11/2019;15;5
2036;Tour4;2;15/11/2019;20;5
2037;Tour1;21;16/11/2019;5;5
2038;Tour2;21;16/11/2019;10;5
2039;Tour3;21;16/11/2019;15;5
2040;Tour4;4;16/11/2019;20;5
2041;Tour1;21;18/11/2019;5;5
