uid,name,risk_threshold,repair_time,use_duration,initial_duration,next_duration,repair_skill,json_law,machine_id,phm_module_id
dev:00602b4d2f9b464f803fc062c442d8d2,Dv5,0.01,1.0,5173,5068,5178,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ba735d6472294341ad0bfcb1456f176b,phm:e6aac544b1c4463cacdb6d61d8ea3c37
dev:006059ebbf1940cc8cd68f396ca1000e,Dv9,0.01,1.0,3865,3780,3880,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6a63988127a5414b8e5716b17355316a,phm:6cf6de65b0454d9598fec4b28487c700
dev:006dfa6c8bcf4fb891aedb6bbabc92bf,Dv4,0.01,1.0,6115,6020,6125,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:98997a3422bd4fdca9c6b945a8289471,phm:23fd6434685042aebcbfbda60a1d8af4
dev:006e847026e749f5a6894a35e73919e0,Dv5,0.01,1.0,2092,1992,2102,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e157b627ad1c4fc799725ff39b0c9269,phm:a650f44491034bddbdb1d82a0ffd2470
dev:0070b7a43007448c9dbc8c15c8582da0,Dv8,0.01,1.0,6951,6856,6961,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e65f2a9f8fe547a7bf84f9dab82873bb,phm:81066e53cbf34b92a45b190c8c93eb88
dev:0071db05d2ea4e9cab4b4608ff891227,Dv8,0.01,1.0,2167,2072,2177,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3d921b2da95d474b8f122cf7ad7291d7,phm:4e2a006f533e475698ba70b9772756f4
dev:00742b3a3a394d6dba95593e0c9c9332,Dv4,0.01,1.0,678,588,693,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b499671fc3154dd4b4f3afc2be9f193a,phm:c53a5101b8eb476e9ca5b57c9333a986
dev:007852bd6b074b00b07c400857ffa73a,Dv11,0.01,1.0,3964,3864,3974,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6e67309e240f42609ba40c16b07e19f7,phm:6da1d0ce6f5d458095c8ac088df9c1d2
dev:0082cd80aa354fa29fb7eea59e6160cd,Dv12,0.01,1.0,0,9376,105,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8770b0b152dc490da71662ee7727015f,phm:d66e72b231ee48c7b1ef0f56a15dd10e
dev:0089d5e16fdd4a06ada8f1e0436bf12d,Dv10,0.01,1.0,0,7200,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:a1a77b04a5c94455a7f41ba3e0a49bc0,phm:a2444b9bd5814714a9762f7ea337c092
dev:009164f03a38462ea95567e389193edf,Dv4,0.01,1.0,0,10796,100,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c65667d4cac048e1ba12679d67f282ba,phm:873433f83ce947efa7ee906fd6878982
dev:0093882c8ae64b5c8f5cbaf5d571fc27,Dv9,0.01,1.0,8520,8420,8525,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:286cb09b2da24daca2551673c551c1a1,phm:e32c55144e444c2aa1ff61f737b449f7
dev:0093e85fe56141cd84743bf015f3e3ac,Dv13,0.01,1.0,2519,2424,2529,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1e34aec44799459bb629367ef3287f55,phm:623b07e70db94b5a9e8f9f97618eecc1
dev:0095c27751154480b9eadac7b301cb26,Dv7,0.01,1.0,1031,936,1041,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9bc6531c7f7d4c33afd53796fff77171,phm:0db504f56f8b4f4ebb1e302550ab1f44
dev:00acbe0d82124d59b2fa1ea7ab01ac55,Dv4,0.01,1.0,300,200,305,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bf8c2fdb83ec49b48f6f3faa6618cb98,phm:cf5cec37fc014b009a9e517321441d4f
dev:00b834a31ef24c4a8b7b72edee9945e7,Dv8,0.01,1.0,4454,4364,4464,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9b075baf742a4fe3970572d9330683bb,phm:fd4ad48db62847f6a4b25541005b38db
dev:00c3f94956644716992f6f8a36672df4,Dv14,0.01,1.0,3163,3068,3173,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e1f69d80986f4027a162b5b527c380c0,phm:9daa5eb1a68e430bbf93cd2f6f008a1a
dev:00d61c3730fa4d7981392e00812f3d89,Dv12,0.01,1.0,0,41216,100,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:13a8d4ad618b4efaaaee14f10d08c524,phm:50d4a4e4fcbe4815846e7ea98b21d11d
dev:00d78e7a0b8d43e3b65dae7aefdc8aec,Dv3,0.01,1.0,682,592,692,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:266d0b3de5e241d48340326bd6298414,phm:7443a934b58a47598c8c26bc998750ba
dev:00d86e506c354de089859b8fdf16db58,Dv3,0.01,1.0,2430,2340,2440,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:cf30db96699e441fad96669bd953e268,phm:abbc48c406ea406d8fcdaa62ecf59b0c
dev:00d872becdf345108ca35bac05740e84,Dv4,0.01,1.0,0,9812,100,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c5c444ae35cd498fae9fdd84b13a17ad,phm:d022348318964a59bff11cc4ad3b4bfd
dev:00e84ffc9a5b447d8aff315a130e8bef,Dv11,0.01,1.0,2407,2312,2417,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:507eaebd2502459bbc1a7da9e3aa0ad0,phm:76345a22b09846f5987d0d8dcf78245f
dev:00fac88032714b698084210a4625f2aa,Dv1,0.01,1.0,3736,3636,3746,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3886ee5f439e47a5ad1295a091bd6f54,phm:45cd13af3c554ba99c4ccc72c6833aa1
dev:00ff186454cd4d7ebbc494fc478aac7a,Dv12,0.01,1.0,6951,6856,6961,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e65f2a9f8fe547a7bf84f9dab82873bb,phm:81066e53cbf34b92a45b190c8c93eb88
dev:0119ed4d4eac43b48e49f69cb881168e,Dv14,0.01,1.0,4266,4176,4276,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e3b7e3b0e40048e18f8bebac33083537,phm:c744115ab09b40738e86401bae3276cf
dev:011b48c7c6df44998fbb46fce6f6f7b1,Dv13,0.01,1.0,247,152,252,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:18f3222eb6014486aa6ad6882031f808,phm:ec8ef398c4ef4845b240d42992767195
dev:0128fa951d6343d496982ba3cc4854ed,Dv12,0.01,1.0,1286,1196,1296,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1c647b1d29ee42db95aec8f5f26e54cd,phm:49fab90c064c4f35b50588c8f9c40956
dev:012bd6ee65974f2587623e9f081f9f5e,Dv1,0.01,1.0,5282,5192,5292,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:25f41bfa9d264e469c8f1a7ebbf78b3c,phm:4b987ddffb2f4c12914c0c8ec25b8861
dev:01404426961849cbb206950f8ed4c374,Dv14,0.01,1.0,4370,4280,4380,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:12cb8e3fde7044309ce174c774d02057,phm:362265d5183f407b9f7ee67a68190a0f
dev:014f8360b88b47938ef263670f7e59ce,Dv5,0.01,1.0,5376,5276,5386,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:76fa311a91e94ffd9404112d7de4e08f,phm:f2bb471b1edb421ea4da01e535c00f05
dev:0161c88e601144d1b1b516e7f6ed02cc,Dv8,0.01,1.0,3500,3400,3510,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bd50c6560df243059effdc21ade12e8d,phm:b45bc31d261841319683ab3aa41032ca
dev:01684ca2cab24364abcfab690358d872,Dv2,0.01,1.0,734,644,744,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9665c3091a41436ebfca6ac83d84cfb9,phm:475a2a57ea094d9d8e3e3da23e5df745
dev:016e766f144747cb9fffeee9b797f1bc,Dv2,0.01,1.0,5755,5660,5765,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8effb2ca1a7b4fc2b673fd63ae125e6c,phm:7f71b3c0ed7045c0bcdfc696afa20b63
dev:016ff35ba0784dfba04e765e2163e871,Dv4,0.01,1.0,3718,3628,3728,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:184a20930f90457e98bac3ef6d2fc80d,phm:bf0a27c058c2437eb30d85ccb367a073
dev:017812af3db04a648b41cad5d781cff4,Dv13,0.01,1.0,2840,2740,2850,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e72379e4801842d3a1759846f3d30281,phm:1ebb7197be6044548cf26a9105407b40
dev:017a8f889bed41e4a6ab5fa31e9a5523,Dv1,0.01,1.0,8188,8088,8198,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:cdd9229ffe32480e8edc4aba2894f90f,phm:d51e7dca126d426dba95d7bbe8d21b5b
dev:018041038a51448c8b2231996109d3d1,Dv9,0.01,1.0,7360,7260,7370,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b4b07ddd59ef4e94a26428cae81e76b6,phm:62d2cb72b63a41968f4d8b5debe8054c
dev:018086e691b7485e914fb37e5a128f33,Dv7,0.01,1.0,4155,4060,4165,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:010442ba975541778a8890ee49bc2975,phm:c17e7d72c55d4815ad13719d37a368c7
dev:01938b9dbdc143dea770e7db4c1581b1,Dv7,0.01,1.0,4857,4752,4862,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b8fdacc6ef79458096f87cfbf10a903d,phm:130a78e0f7a04d64a6c989b4a6bfb9d3
dev:0194b7f606ce4825976c5913c2fd1642,Dv12,0.01,1.0,3496,3396,3501,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6682bfda5b734be980e5a0bbacb24eec,phm:da46c33924e44493863f253f487ec9fc
dev:01a241bb8b87432e939ea814be191100,Dv9,0.01,1.0,5238,5148,5248,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:85a8720a2c84485da237ade5328cbbc3,phm:8d5971dba5ee4c2489660c0080bdf4e4
dev:01ad2d2f38ff4355ade5e9e96bfa6052,Dv2,0.01,1.0,678,588,693,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:b499671fc3154dd4b4f3afc2be9f193a,phm:c53a5101b8eb476e9ca5b57c9333a986
dev:01ae2f529fd44fd2a1dd64b46ca9b512,Dv3,0.01,1.0,1651,1556,1661,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d65e3779e7f1474282da281247ee0ed8,phm:6f8477b3eb1746d6980e65218c893612
dev:01bc49cc700641898d5ddcdab8ca8d5e,Dv5,0.01,1.0,7956,7856,7966,R5,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4f1dc81690dc408fab056e1a1a6733bb,phm:98d9b67150654eb7a69eb323c6e5d6eb
dev:01ca5aeb65f743bfa0926d99c620a5c1,Dv2,0.01,1.0,1846,1756,1856,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d920c4c11acd43549b995134d60a4f33,phm:2c9b1d1bc6aa48d49f8db6624cb713a1
dev:01d45ba98d3447108650e977c4548d33,Dv13,0.01,1.0,100,0,105,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ca667212712c45f19a226f5946609ea4,phm:0f9c2bf3e0d34180b4fa375a8086ebde
dev:01de89fea7e54434945b01f98adc589d,Dv15,0.01,1.0,3163,3068,3173,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f2f59ebb4a094cc6bf3617e1cb1955c6,phm:5fe32fdbdded4334892877c5853b6dee
dev:01df8f4e69974accb22fad2ea18ff805,Dv10,0.01,1.0,0,9176,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:010c4632be0a44d3829a3d739c6330ff,phm:6e9794f8b6014dcfb0c6c59215259d74
dev:01eff626f089497fa930f04dde28787a,Dv4,0.01,1.0,7199,7104,7209,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:36f3917344854af5ac4dadb9ce936ea1,phm:c400bce656d4424da3e4ec01367a42ab
dev:01f30e69c3154b5b889b712a9e66dabe,Dv2,0.01,1.0,1274,1184,1289,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f1eef00a8dde41bb849b20293c842427,phm:c00367092bff46aaac0ac36d165fcd6e
dev:01f48cefc2714c4689369f945b285f0e,Dv15,0.01,1.0,200,100,200,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:46955d6bbc6b412d90a4fc511fc917ef,phm:789c8d2223494e51992f0a3ae13b0e42
dev:02069c8b0aaf44debfab2bd06d9608e7,Dv14,0.01,1.0,2815,2720,2825,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:13813dbf4f374b69899986d2a7acd821,phm:4dc53697d3594e9bb7a241027b24e48e
dev:020b6d75d7254078bd1655d8415455a9,Dv15,0.01,1.0,1570,1480,1580,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c0cdc3a17ddf41fc90fd9caaa88481ee,phm:6e6eae4bd6eb4246a3d98e989e885554
dev:021e682fd37a4874a59ec4a1a1a42807,Dv12,0.01,1.0,3423,3328,3433,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:4c4e2754ce4846a69796033624c3218f,phm:918bb82e146942808d5aa46b7faddb22
dev:0229218a5a1d4314a0431654c44ab96c,Dv10,0.01,1.0,0,9500,105,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:10baf856ded64d2caad8eefc9211187c,phm:e391218176764650987cf9751ce7f6de
dev:02376cee3d874ce8932633ddde09be58,Dv7,0.01,1.0,4916,4816,4921,R7,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:dc788b32ab06488cabd5c4395dafde9f,phm:dc556e17f4eb42d1bd336ea720dd46d7
dev:023ce2f827df4da7a620bebfe107fd62,Dv11,0.01,1.0,706,616,716,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6fb4bf73116743e889dd558249cae8f5,phm:9204547405a74107a3930a479567772e
dev:02400404e67f4b9692d0a4efd7ed2d08,Dv11,0.01,1.0,568,468,573,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6f9a2538cf88428a91e754153fba5e7e,phm:ba91c1cf749e4af692e812bb8a71cf59
dev:02413f1f728b40d5ba764ea070af9482,Dv11,0.01,1.0,7432,7332,7442,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e373a1b16ef749d1aa64c4e3268b5e76,phm:d1f59b821e4c4cd887ef6a8bd3abf4bc
dev:0248145484c94285baad3e3a627e8e49,Dv9,0.01,1.0,8292,8192,8302,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:dba181c89a2b49d8a9578a2065b6d4df,phm:13332afef01940d7a2ebb8afb7b3b372
dev:0262b788b68e4d8eb1285dc979f6efef,Dv14,0.01,1.0,6951,6856,6961,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e65f2a9f8fe547a7bf84f9dab82873bb,phm:81066e53cbf34b92a45b190c8c93eb88
dev:02639d2594194a97b2cde381f498ef1a,Dv6,0.01,1.0,5588,5408,5608,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1e4504faf1394260a9e83fcb18cd7724,phm:c0ff179f86d84c0e8fbb2d7c7cc2051e
dev:027bb9e4ac8441fa89521ccf399f4bf2,Dv8,0.01,1.0,1195,1100,1205,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:20af1852e95843aa8a99d0b4ef83f245,phm:5fef4d3515494a828f7d92534ca1693b
dev:02808c372db5421ab3e6b9a4b616672e,Dv10,0.01,1.0,0,4144,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:e44eeb9b21774becb3110638f2291793,phm:bd8698b51d7e46f5b54ae71e48d79429
dev:0281dd2ad58d4ebf9a1d713c10c1c9ec,Dv2,0.01,1.0,7037,6932,7042,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:db83d4377b0d4322bced030dd6e1bffd,phm:9bc2157ea83c4e2bbf41c577a45202eb
dev:0284b237752142c08730c773e2a0e996,Dv11,0.01,1.0,4695,4600,4705,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c350e48d0b7f4907ac9ae21607c2fa82,phm:46f6029de4a94fc8a598b62d07bf2472
dev:028a5dfeadcb4d68b71c8f4e76eb8e33,Dv9,0.01,1.0,1321,1216,1326,R9,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:7fcb9017355e4f0ab2865bb0a4e04e01,phm:2a88459fe81c483c83d39868a818497f
dev:029627478da04830b254b2a201bd17ac,Dv15,0.01,1.0,3163,3068,3173,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:e1f69d80986f4027a162b5b527c380c0,phm:9daa5eb1a68e430bbf93cd2f6f008a1a
dev:0297ed18e0ef4ea9918fa9b8ff24ad39,Dv8,0.01,1.0,90,0,95,R8,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:8585388beb9e4cc3a87ba1cf81111ecc,phm:fe72005f5eb04132a43d2adb456fc177
dev:029c25b033a34448ba9583d4b370ce67,Dv10,0.01,1.0,0,4060,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:010442ba975541778a8890ee49bc2975,phm:c17e7d72c55d4815ad13719d37a368c7
dev:02a69c78ce434669ac3bfd6c05a0f5d8,Dv15,0.01,1.0,1851,1756,1861,R15,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:bdff14e838a844b89da7d07af68d59f0,phm:14205db98e264bfd810d2a32e1cb40aa
dev:02aebaa438a94cf7b2b5e1952d95f129,Dv13,0.01,1.0,3460,3360,3465,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:213ed638e7d0450a9984f7461f035ca6,phm:068d41addb2c4b40a12c6e0e612ff2f6
dev:02af290143a4454ab5d1eef3ab55e642,Dv10,0.01,1.0,0,5720,95,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:4171c390269c4228b95ac23dbd851f23,phm:99f59b5f79f94bb19f2e65b866c9b454
dev:02b51ac6a4e1435a9e604b2655970afd,Dv10,0.01,1.0,0,7104,100,R10,"{""name"": ""norm"", ""params"": {""loc"": 336, ""scale"": 120}}",ma:36f3917344854af5ac4dadb9ce936ea1,phm:c400bce656d4424da3e4ec01367a42ab
dev:02bd93bac01543bd830e41f86374c209,Dv12,0.01,1.0,5498,5408,5508,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:1e4504faf1394260a9e83fcb18cd7724,phm:c0ff179f86d84c0e8fbb2d7c7cc2051e
dev:02c8d108813b42cd87a0d641d259c7ae,Dv3,0.01,1.0,2142,2052,2152,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:c61a97307478452b82c4dbd5a6c73436,phm:65dd1eb0982b4050b223d362563942b1
dev:02d4ca9f6319421bbd5cbf5bf86fbcbf,Dv14,0.01,1.0,435,340,440,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:840d0f05f85544749433818d3dd6f910,phm:7accd5388c3e4a419d65f58a302677c5
dev:02dceef681ee4481be5b45f7467ac87d,Dv1,0.01,1.0,9223,9128,9233,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3ae9be3293da4d43a2a59c4360e4893f,phm:a0e2a3bfa72b4f979d82ee90ed5ba13e
dev:02e367827f7b437fbbefe75358c869ab,Dv4,0.01,1.0,3363,3268,3373,R4,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:394a708710cc43d79029dcffd351b42f,phm:0ca5dd33849b402b903a2bdfc3c80c41
dev:02e6d756ef1d4b0a9de51dbd87066a89,Dv6,0.01,1.0,0,11624,10,R6,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:9c9019926560468fbd03151482e6991f,phm:9c218695ae204fb080a3467946f45b0d
dev:02ee0bdb4d604675b387d5c1c9086ece,Dv1,0.01,1.0,2653,2548,2658,R1,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:d1261b2b6d3e403e9001eaad19a4b817,phm:54393b3d992a4bd499f81a019a2f8500
dev:02f3de97daad4012b110828a54ea0b98,Dv2,0.01,1.0,2815,2720,2825,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:13813dbf4f374b69899986d2a7acd821,phm:4dc53697d3594e9bb7a241027b24e48e
dev:03006bd84abb4f6680829ba5354b483e,Dv14,0.01,1.0,2775,2680,2785,R14,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:6176101e8d56498aadac8eb50ae72a6d,phm:88cf9b1b18bf4d68a04192ce6c01fc2b
dev:0308aba05bb747a098b9a883e3fc0f03,Dv12,0.01,1.0,978,888,988,R12,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:42010d303fd941b8a4972040bf15bf49,phm:b9dab4eacefb4ffc80801ffc1cd79b12
dev:031632ec69d94d51820b56b3b1091827,Dv11,0.01,1.0,5288,5188,5298,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:3c0662c13c9a4ed19cbd65e14a8f399e,phm:c5381632293e41209ad69804951986fc
dev:0318487abb3346128da8652b18f73def,Dv11,0.01,1.0,6555,6460,6565,R11,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:38681e3a72a046eaa4e6ea2f4c46dd7f,phm:cf8bf43807c7453b95a887b673ddd204
dev:032340d3823144f59621fab052e8b02b,Dv3,0.01,1.0,6976,6876,6986,R3,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:93c6984debc644e58378c412b287b8de,phm:b6fd8d8ddd9f47f3b0c78a96eaeab227
dev:032d05da5e3b44d187716787b8d95bfe,Dv2,0.01,1.0,7624,7524,7634,R2,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:f3249ff3956a48fcbcc4351555af4a52,phm:02bdfa7ccade40dbb7df9a1df2c3c63e
dev:032e3fb69b40493c9c857f0d4945a8ae,Dv13,0.01,1.0,7648,7548,7658,R13,"{""name"": ""norm"", ""params"": {""loc"": 8760, ""scale"": 240}}",ma:ceecd8908cbe420ca5f0d4962d502d04,phm:7fa796a7534f409592337066955df7e0
